source_file,service_code,line_name,vehicle_journey_code,line_ref,route_description,direction,scheduled_departure_time,operating_days,scheduled_duration_minutes,operating_day,calendar_date,hour,delay_minutes,synthetic_latitude,synthetic_longitude
CHPR1-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-F__SCMY_PC1033334_383_20260405-BODS_V1_1.xml,PC1033334:383,PR1,VJ1632,SCMY:PC1033334:383:PR1,Wrexham Road Circular,outbound,12:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",28.0,Wednesday,2026-05-27,12,10.74,53.39706760061289,-2.868128506100047
X2-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fina__SCMY_PC1033334_224_20260405-BODS_V1_1.xml,PC1033334:224,2,VJ741,SCMY:PC1033334:224:2,"Runcorn Halton Lea, Shopping City - South - Chester Bus Interchange",inbound,13:53:00,Saturday,100.0,Saturday,2026-07-18,13,0.17,53.34582142893364,-2.8816784272682368
W7-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fina__SCMY_PC1033334_556_20260405-BODS_V1_1.xml,PC1033334:556,W7,VJ1357,SCMY:PC1033334:556:W7,Winsford Library - Winsford Library,outbound,11:40:00,"Monday,Tuesday,Wednesday,Thursday,Friday",25.0,Tuesday,2026-03-31,11,3.71,53.47329546845765,-2.7490155397794576
10A-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_5_20260103-BODS_V1_1.xml,PC1033334:5,10A,VJ1364,SCMY:PC1033334:5:10A,Liverpool ONE Bus Station - Exchange Street,outbound,21:09:00,Sunday,65.0,Sunday,2025-11-16,21,0.79,53.40366520270768,-2.7685479182330974
CH14-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_197_20260719-BODS_V1_1.xml,PC1033334:197,14,VJ1245,SCMY:PC1033334:197:14,Chester - Blacon Parade,outbound,11:00:00,Saturday,29.0,Saturday,2025-11-29,11,0.95,53.312023889625436,-2.728089930166239
19-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_14_20260103-BODS_V1_1.xml,PC1033334:14,19,VJ1013,SCMY:PC1033334:14:19,Liverpool - Kirkby,inbound,06:20:00,"Monday,Tuesday,Wednesday,Thursday,Friday",39.0,Thursday,2026-07-16,6,3.97,53.30924116929817,-2.69183107646038
4-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_573_20260103-BODS_V1_1.xml,PC1033334:573,4,VJ3537,SCMY:PC1033334:573:4,"Liverpool ONE, Stand 8 - Liverpool ONE, Stand 8",outbound,07:39:00,"Monday,Tuesday,Wednesday,Thursday,Friday",78.0,Tuesday,2026-04-21,7,27.47,53.46309591269205,-2.6872882974678176
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2699,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,13:58:00,"Monday,Tuesday,Wednesday,Thursday,Friday",37.0,Wednesday,2026-07-08,13,5.19,53.38193699038503,-2.740665877559028
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2874,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,15:18:00,Saturday,36.0,Saturday,2025-12-20,15,3.13,53.39977578316796,-2.839342740786555
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2874,SCMY:PC1033334:5:10A,St Helens - Liverpool,inbound,20:51:00,"Monday,Tuesday,Wednesday,Thursday,Friday",63.0,Friday,2025-10-31,20,11.12,53.3124499452125,-2.9505082399518083
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2326,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,19:27:00,"Monday,Tuesday,Wednesday,Thursday,Friday",32.0,Thursday,2026-03-05,19,1.58,53.45718214943788,-2.9038205564150505
86C-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_120_20260719-BODS_V1_1.xml,PC1033334:120,86,VJ1441,SCMY:PC1033334:120:86,South Parkway - Liverpool ONE,inbound,14:06:00,"Monday,Tuesday,Wednesday,Thursday,Friday",42.0,Tuesday,2025-10-21,14,1.49,53.38487454269497,-2.9266299929951223
X2-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_224_20260719-BODS_V1_1.xml,PC1033334:224,2,VJ1036,SCMY:PC1033334:224:2,Chester - Ellesmere Port - Runcorn,inbound,13:30:00,"Monday,Tuesday,Wednesday,Thursday,Friday",33.0,Monday,2025-09-29,13,8.82,53.39760715623949,-2.746696853001846
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ771,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,17:58:00,Sunday,56.0,Sunday,2025-12-14,17,2.92,53.3074169671832,-2.8605452186927005
5-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Final__SCMY_PC1033334_198_20260405-BODS_V1_1.xml,PC1033334:198,5,VJ1772,SCMY:PC1033334:198:5,Chester - Wrexham,outbound,14:58:00,"Monday,Tuesday,Wednesday,Thursday,Friday",23.0,Thursday,2026-07-09,14,4.39,53.3599029547901,-2.7103772122872005
86C-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_120_20260103-BODS_V1_1.xml,PC1033334:120,86,VJ1640,SCMY:PC1033334:120:86,South Parkway - Liverpool ONE,inbound,12:30:00,Sunday,38.0,Sunday,2025-11-02,12,0.09,53.379598430725416,-2.974021453705434
CH16-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_202_20260405-BODS_V1_1.xml,PC1033334:202,16,VJ1407,SCMY:PC1033334:202:16,Chester - Saltney,outbound,13:00:00,Sunday,27.0,Sunday,2025-09-21,13,6.28,53.3446588817531,-2.84178574256052
400-None--SCMY-RF-2026-03-29-Birkenhead_June_2026_17_and_whopper___SCMY_PC1033334_632_20260718-BODS_V1_1.xml,PC1033334:632,400,VJ4,SCMY:PC1033334:632:400,New Brighton Seafront Service,outbound,13:30:00,Sunday,41.0,Sunday,2026-03-22,13,0.84,53.43470012439379,-2.8971536292088262
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2878,SCMY:PC1033334:5:10A,St Helens - Liverpool,inbound,21:51:00,"Monday,Tuesday,Wednesday,Thursday,Friday",63.0,Wednesday,2025-12-17,21,5.04,53.40628817643399,-2.9276109736002
4-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_573_20260103-BODS_V1_1.xml,PC1033334:573,4,VJ3547,SCMY:PC1033334:573:4,"Liverpool ONE, Stand 8 - Liverpool ONE, Stand 8",outbound,18:21:00,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",52.0,Friday,2025-08-15,18,3.99,53.46637845406217,-2.9396077383970245
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2468,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,20:27:00,Saturday,32.0,Saturday,2026-05-16,20,0.35,53.305622062022294,-2.9441411398688033
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ728,SCMY:PC1033334:12:17A,Liverpool - Kirby Ind Est,inbound,13:58:00,"Monday,Tuesday,Wednesday,Thursday,Friday",63.0,Monday,2026-07-13,13,10.82,53.42098208897925,-2.763731061916299
86C-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_120_20260103-BODS_V1_1.xml,PC1033334:120,86,VJ1888,SCMY:PC1033334:120:86C,Liverpool ONE - Hope Uni,outbound,20:50:00,"Monday,Tuesday,Wednesday,Thursday,Friday",84.0,Wednesday,2026-05-20,20,2.4,53.43917879849659,-2.8973595195122543
X2-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_224_20260719-BODS_V1_1.xml,PC1033334:224,2,VJ1042,SCMY:PC1033334:224:2,"Runcorn Halton Lea, Shopping City - South - Chester Bus Interchange",inbound,14:55:00,"Monday,Tuesday,Wednesday,Thursday,Friday",98.0,Friday,2025-12-05,14,1.64,53.39233643359517,-2.8565359678500304
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3373,SCMY:PC1033334:15:21,Northwood - Liverpool,inbound,10:27:00,Saturday,73.0,Saturday,2026-02-21,10,1.79,53.46789266282358,-2.7353135315177566
471-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_189_20260329-BODS_V1_1.xml,PC1033334:189,471,VJ624,SCMY:PC1033334:189:472,Liverpool - Heswall Bus Station,outbound,10:20:00,"Monday,Tuesday,Wednesday,Thursday,Friday",50.0,Monday,2026-03-23,10,1.29,53.45363999549259,-2.780407264930204
10A-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_5_20260103-BODS_V1_1.xml,PC1033334:5,10A,VJ1441,SCMY:PC1033334:5:10A,St Helens - Liverpool,inbound,15:53:00,"Monday,Tuesday,Wednesday,Thursday,Friday",99.0,Tuesday,2025-08-26,15,0.52,53.35825862699351,-2.7193721221946703
CH7-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_203_20260719-BODS_V1_1.xml,PC1033334:203,7,VJ1653,SCMY:PC1033334:203:7,"Vicar's Cross, Queens Road - Chester Bus Interchange",inbound,12:38:00,"Monday,Tuesday,Wednesday,Thursday,Friday",14.0,Monday,2025-08-18,12,5.33,53.386942095282336,-2.7773252410808285
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2631,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,08:12:00,"Monday,Tuesday,Wednesday,Thursday,Friday",46.0,Friday,2025-12-12,8,10.38,53.3479370744405,-2.787762859367898
97_97A-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_384_20260103-BODS_V1_1.xml,PC1033334:384,97,VJ1575,SCMY:PC1033334:384:97A,Kirkby - Kirkby,outbound,08:10:00,"Monday,Tuesday,Wednesday,Thursday,Friday",28.0,Monday,2025-11-24,8,7.92,53.43841801664711,-2.9483627247394444
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2708,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,14:45:00,"Monday,Tuesday,Wednesday,Thursday,Friday",40.0,Monday,2025-12-22,14,0.34,53.45022179519726,-2.7517324580309
CHPR1-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-F__SCMY_PC1033334_383_20260405-BODS_V1_1.xml,PC1033334:383,PR1,VJ1619,SCMY:PC1033334:383:PR1,Wrexham Road Circular,outbound,07:40:00,"Monday,Tuesday,Wednesday,Thursday,Friday",28.0,Monday,2025-10-06,7,0.26,53.41014523491469,-2.7531902400741375
19-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_14_20260719-BODS_V1_1.xml,PC1033334:14,19,VJ104,SCMY:PC1033334:14:19,Liverpool - Kirkby,inbound,08:54:00,"Monday,Tuesday,Wednesday,Thursday,Friday",54.0,Tuesday,2025-12-30,8,11.74,53.31108457779544,-2.7424649722992354
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3259,SCMY:PC1033334:15:20,Paradise St - Towerhill,outbound,18:05:00,"Monday,Tuesday,Wednesday,Thursday,Friday",69.0,Thursday,2025-10-30,18,13.98,53.33777685752006,-2.790057009423079
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2787,SCMY:PC1033334:5:10A,St Helens - Liverpool,inbound,05:53:00,"Monday,Tuesday,Wednesday,Thursday,Friday",67.0,Tuesday,2026-06-02,5,5.76,53.33064422753679,-2.8884475244466317
CHPR1-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-F__SCMY_PC1033334_383_20260405-BODS_V1_1.xml,PC1033334:383,PR1,VJ1620,SCMY:PC1033334:383:PR1,Wrexham Road Circular,outbound,08:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",28.0,Friday,2026-07-31,8,16.65,53.44450923377692,-2.900216450875014
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3480,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,19:20:00,Saturday,50.0,Saturday,2025-12-27,19,-1.27,53.464059336105514,-2.7961765536036802
N1-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_617_20260103-BODS_V1_1.xml,PC1033334:617,N1,VJ3556,SCMY:PC1033334:617:N1,Birkenhead Bus Station - Wembley Road,outbound,02:00:00,"Thursday,Friday,Saturday",55.0,Thursday,2026-03-12,2,-1.06,53.46330050357779,-2.924749293827963
CHPR1-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-F__SCMY_PC1033334_383_20260405-BODS_V1_1.xml,PC1033334:383,PR1,VJ1671,SCMY:PC1033334:383:PR1,Wrexham Road Circular,outbound,14:40:00,Saturday,28.0,Saturday,2026-01-31,14,-0.1,53.306558949446504,-2.93393732390079
19-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_14_20260719-BODS_V1_1.xml,PC1033334:14,19,VJ314,SCMY:PC1033334:14:19,Liverpool - Kirkby,inbound,18:30:00,Saturday,43.0,Saturday,2026-04-18,18,-0.41,53.33426899105748,-2.930177075704542
217-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_113_20260719-BODS_V1_1.xml,PC1033334:113,217,VJ2547,SCMY:PC1033334:113:217A,Kirkby - Halewood,outbound,21:40:00,Sunday,61.0,Sunday,2026-01-25,21,3.6,53.475666430201564,-2.883426851921414
53-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_19_20260103-BODS_V1_1.xml,PC1033334:19,53,VJ2167,SCMY:PC1033334:19:53,Queen Square - Crosby,inbound,11:46:00,"Monday,Tuesday,Wednesday,Thursday,Friday",53.0,Friday,2025-08-29,11,7.8,53.387610438331606,-2.950882165081504
82-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_106_20260719-BODS_V1_1.xml,PC1033334:106,82,VJ1872,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,15:35:00,"Monday,Tuesday,Wednesday,Thursday,Friday",38.0,Wednesday,2025-12-03,15,36.61,53.41310144585797,-2.7482524890406026
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2872,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,15:08:00,Saturday,36.0,Saturday,2026-02-21,15,-0.63,53.329139252166634,-2.775350683569562
97_97A-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_384_20260103-BODS_V1_1.xml,PC1033334:384,97,VJ1577,SCMY:PC1033334:384:97,Kirkby Rail Stn - Kirkby Rail Stn,outbound,09:20:00,"Monday,Tuesday,Wednesday,Thursday,Friday",34.0,Monday,2026-07-27,9,2.8,53.47427102653985,-2.849586621270435
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3155,SCMY:PC1033334:15:20,Paradise St - Towerhill,outbound,11:01:00,"Monday,Tuesday,Wednesday,Thursday,Friday",60.0,Thursday,2026-05-07,11,1.85,53.42536193963767,-2.73844702283384
97_97A-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_384_20260103-BODS_V1_1.xml,PC1033334:384,97,VJ1575,SCMY:PC1033334:384:97A,Kirkby - Kirkby,outbound,08:10:00,"Monday,Tuesday,Wednesday,Thursday,Friday",28.0,Monday,2026-03-30,8,15.6,53.345290784418374,-2.948512104939771
217-None--SCMY-MEGI-2025-08-31-Gillmoss_November_2025_Sch_Change___SCMY_PC1033334_113_20260103-BODS_V1_1.xml,PC1033334:113,217,VJ101,SCMY:PC1033334:113:217,Huyton - Tower Hill,inbound,20:10:00,"Monday,Tuesday,Wednesday,Thursday,Friday",33.0,Thursday,2026-03-26,20,4.15,53.37804164503806,-2.8853791472758554
CH9-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fin__SCMY_PC1033334_397_20260405-BODS_V1_1.xml,PC1033334:397,9,VJ1901,SCMY:PC1033334:397:9,"Chester Interchange, Stand J - Pipers Ash, Crossley Crescent",outbound,09:57:00,"Monday,Tuesday,Wednesday,Thursday,Friday",11.0,Thursday,2026-07-30,9,7.76,53.39450882467261,-2.7340219620582187
786-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_525_20251023-BODS_V1_1.xml,PC1033334:525,786,VJ3610,SCMY:PC1033334:525:786,Halewood Acad - South Parkway,inbound,15:10:00,"Monday,Tuesday,Wednesday,Thursday,Friday",29.0,Thursday,2025-09-04,15,2.34,53.3154563674456,-2.7572859638638727
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ590,SCMY:PC1033334:12:17,Liverpool - Kirby Ind Est,inbound,13:57:00,Sunday,36.0,Sunday,2025-10-12,13,-0.14,53.399909814513784,-2.702767302988059
82-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_106_20260719-BODS_V1_1.xml,PC1033334:106,82,VJ2001,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,12:58:00,Saturday,37.0,Saturday,2026-05-09,12,1.91,53.46042110864089,-2.7756599130782145
CH61-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_430_20260405-BODS_V1_1.xml,PC1033334:430,61,VJ1387,SCMY:PC1033334:430:61,Chester - Higher Kinnerton,outbound,12:45:00,Saturday,31.0,Saturday,2026-01-10,12,2.83,53.31150092044516,-2.802094952220219
19-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_14_20260719-BODS_V1_1.xml,PC1033334:14,19,VJ281,SCMY:PC1033334:14:19,Liverpool - Kirkby,outbound,14:22:00,Saturday,46.0,Saturday,2025-10-18,14,3.55,53.4137857855296,-2.7712772175623925
RF1-None--SCMY-CZ-2026-03-29-Chester_March_2026-Birkenhead_March___SCMY_PC1033334_196_20260329-BODS_V1_1.xml,PC1033334:196,X1,VJ423,SCMY:PC1033334:196:1,Chester Railway Station - Liverpool,outbound,18:50:00,"Monday,Tuesday,Wednesday,Thursday,Friday",106.0,Thursday,2025-10-02,18,-0.65,53.360377712381826,-2.8532514021702764
CH53-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_188_20260405-BODS_V1_1.xml,PC1033334:188,52,VJ541,SCMY:PC1033334:188:53,Chester Bus Interchange - Kingsway,outbound,15:50:00,"Monday,Tuesday,Wednesday,Thursday,Friday",13.0,Thursday,2025-08-07,15,2.94,53.33110734822373,-2.698566636146981
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2569,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,17:07:00,Sunday,31.0,Sunday,2025-11-23,17,7.3,53.47729995416957,-2.688427693611252
RF1-None--SCMY-CZ-2026-03-29-Chester_March_2026-Birkenhead_March___SCMY_PC1033334_196_20260329-BODS_V1_1.xml,PC1033334:196,X1,VJ482,SCMY:PC1033334:196:1,Chester Railway Station - Liverpool via Zoo,outbound,12:02:00,Saturday,114.0,Saturday,2025-08-09,12,-0.87,53.42899049562959,-2.672542490278021
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ809,SCMY:PC1033334:15:20,Kirkbyt - Northwood,outbound,06:16:00,"Monday,Tuesday,Wednesday,Thursday,Friday",13.0,Thursday,2026-05-28,6,0.42,53.346456544879416,-2.8138055656450245
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3236,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,16:15:00,"Monday,Tuesday,Wednesday,Thursday,Friday",79.0,Tuesday,2026-05-19,16,3.08,53.31671012830767,-2.837526969184583
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2117,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,10:15:00,Sunday,35.0,Sunday,2025-09-21,10,-0.35,53.307939343521994,-2.9138052244001424
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2317,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,18:25:00,"Monday,Tuesday,Wednesday,Thursday,Friday",35.0,Wednesday,2026-01-14,18,4.25,53.44352788181791,-2.797985480586087
CH61-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_430_20260405-BODS_V1_1.xml,PC1033334:430,61,VJ1392,SCMY:PC1033334:430:61,Chester - Higher Kinnerton,inbound,16:20:00,Saturday,33.0,Saturday,2026-03-28,16,0.95,53.38442544789524,-2.6775398873741074
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2563,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,16:23:00,Sunday,33.0,Sunday,2025-08-31,16,3.82,53.30480584761949,-2.897994855071696
CHPR2-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-F__SCMY_PC1033334_382_20260405-BODS_V1_1.xml,PC1033334:382,PR2,VJ405,SCMY:PC1033334:382:PR2,Boughton Heath PR - Chester,outbound,10:15:00,Saturday,20.0,Saturday,2025-12-06,10,0.74,53.395615454097666,-2.8636781303792262
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ841,SCMY:PC1033334:15:20,Paradise St - Towerhill,outbound,08:08:00,"Monday,Tuesday,Wednesday,Thursday,Friday",65.0,Monday,2026-04-27,8,2.18,53.32756325874326,-2.8171687652116733
38-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_185_20260329-BODS_V1_1.xml,PC1033334:185,38,VJ379,SCMY:PC1033334:185:38,West Kirby - New Ferry,inbound,18:45:00,"Monday,Tuesday,Wednesday,Thursday,Friday",59.0,Wednesday,2026-07-29,18,3.43,53.34380400454258,-2.9413146360131863
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3103,SCMY:PC1033334:15:20,Paradise St - Towerhill,outbound,07:38:00,"Monday,Tuesday,Wednesday,Thursday,Friday",62.0,Tuesday,2026-01-20,7,19.87,53.479811657843854,-2.9051629604942573
ME14-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_3_20260719-BODS_V1_1.xml,PC1033334:3,14,VJ396,SCMY:PC1033334:3:14A,Liverpool - Tower Hill,outbound,17:10:00,Sunday,55.0,Sunday,2026-06-28,17,4.4,53.45647666535146,-2.9055693688155055
CH51-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_527_20260405-BODS_V1_1.xml,PC1033334:527,51,VJ941,SCMY:PC1033334:527:51,"Weston Grove, Shops - Chester Bus Interchange",inbound,13:49:00,Saturday,17.0,Saturday,2026-01-31,13,-0.38,53.313679772123436,-2.9523032735736865
53-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_19_20260103-BODS_V1_1.xml,PC1033334:19,53,VJ2234,SCMY:PC1033334:19:53,Queen Square - Crosby,inbound,07:13:00,Saturday,49.0,Saturday,2025-10-25,7,6.81,53.40080198441679,-2.8010863450154955
ME14-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_3_20260103-BODS_V1_1.xml,PC1033334:3,14,VJ143,SCMY:PC1033334:3:14,Croxteth - Liverpool,inbound,12:35:00,"Monday,Tuesday,Wednesday,Thursday,Friday",41.0,Monday,2026-01-19,12,-1.05,53.36782722307002,-2.7297694457602253
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3078,SCMY:PC1033334:15:21,Northwood - Liverpool,inbound,06:10:00,"Monday,Tuesday,Wednesday,Thursday,Friday",61.0,Monday,2025-09-29,6,-1.11,53.443588073809366,-2.754440872431454
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2805,SCMY:PC1033334:5:10A,Liverpool - St Helens,outbound,08:28:00,"Monday,Tuesday,Wednesday,Thursday,Friday",80.0,Wednesday,2026-03-25,8,14.89,53.378648857112694,-2.7925005787594834
CHPR3-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_523_20260719-BODS_V1_1.xml,PC1033334:523,PR3,VJ550,SCMY:PC1033334:523:PR3,Upton (Zoo) Park & Ride - Upton (Zoo) Park & Ride,outbound,18:25:00,"Monday,Tuesday,Wednesday,Thursday,Friday",31.0,Wednesday,2025-11-26,18,6.35,53.32743279510244,-2.896007283260066
